,Dates,AUDNZD,EURCHF,AUDJPY,AUDSGD,EURAUD,EURJPY,EURNZD,EURSGD,GBPAUD,GBPCAD,GBPCHF,GBPNZD,NZDCAD,NZDJPY,SGDJPY,NZDUSD,AUDUSD,USDCHF,USDJPY,GBPUSD,EURUSD,USDCAD,USDSGD
223,27.09.2017,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,1.0,
224,28.09.2017,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,,1.0,,
225,29.09.2017,,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,
226,30.09.2017,,,,,,,,,,,,,,,,,,,,,,,
227,02.10.2017,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,1.0
228,03.10.2017,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,
229,04.10.2017,,1.0,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,1.0
230,05.10.2017,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,
231,06.10.2017,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,
232,07.10.2017,,,,,,,,,,,,,,,,,,,,,,,
233,09.10.2017,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,
234,10.10.2017,,,1.0,,1.0,,,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,
235,11.10.2017,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,
236,12.10.2017,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,1.0,,
237,13.10.2017,,,1.0,,,,1.0,1.0,,,,1.0,,1.0,,,,,,,1.0,,1.0
238,14.10.2017,,,,,,,,,,,,,,,,,,,,,,,
239,16.10.2017,1.0,,1.0,1.0,1.0,,,,1.0,,,1.0,,,,1.0,,1.0,,,,,
240,17.10.2017,,,,,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,1.0,,,,
241,18.10.2017,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,,1.0,
242,19.10.2017,,1.0,,,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,,,,
243,20.10.2017,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,1.0,,1.0
244,21.10.2017,,,,,,,,,,,,,,,,,,,,,,,
245,23.10.2017,1.0,1.0,,,,1.0,1.0,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,
246,24.10.2017,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,,,,1.0,,,
247,25.10.2017,1.0,,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,,,1.0
248,26.10.2017,1.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,1.0,1.0,,1.0
249,27.10.2017,1.0,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,
250,28.10.2017,,,,,,,,,,,,,,,,,,,,,,,
251,30.10.2017,,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,
252,31.10.2017,,,,,1.0,,,,1.0,,,,,,1.0,1.0,1.0,,,1.0,,,1.0
253,01.11.2017,,,1.0,,1.0,,,1.0,1.0,,,,,,,,1.0,,,1.0,,,1.0
254,02.11.2017,,1.0,,,,,,1.0,,,1.0,,,,1.0,,,,1.0,,1.0,,
255,03.11.2017,1.0,,,,1.0,,,,1.0,1.0,,,1.0,,,,1.0,,,,,1.0,1.0
256,04.11.2017,,,,,,,,,,,,,,,,,,,,,,,
257,06.11.2017,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,1.0
258,07.11.2017,,,,1.0,1.0,1.0,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,1.0
259,08.11.2017,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,,,,,1.0
260,09.11.2017,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,
261,10.11.2017,,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,,,
262,11.11.2017,,,,,,,,,,,,,,,,,,,,,,,
263,13.11.2017,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,
264,14.11.2017,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0
265,15.11.2017,1.0,1.0,,,,,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,,,,,1.0,
266,16.11.2017,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,,1.0,
267,17.11.2017,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,
268,18.11.2017,,,,,,,,,,,,,,,,,,,,,,,
269,20.11.2017,1.0,1.0,,,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,
270,21.11.2017,1.0,,1.0,1.0,1.0,,1.0,,,,,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0
271,22.11.2017,,,1.0,,1.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,,1.0,,,
272,23.11.2017,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,,1.0,1.0,,1.0,
273,24.11.2017,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,1.0,,,,,
274,25.11.2017,,,,,,,,,,,,,,,,,,,,,,,
275,27.11.2017,1.0,,1.0,,,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,
276,28.11.2017,,,1.0,,,1.0,,,1.0,,,,,,1.0,,,,1.0,1.0,,,1.0
277,29.11.2017,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,1.0,,,1.0,,
278,30.11.2017,1.0,,,,1.0,,,,,,,,,1.0,,,1.0,,1.0,,1.0,,
279,01.12.2017,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,
280,02.12.2017,,,,,,,,,,,,,,,,,,,,,,,
281,04.12.2017,,,,,,1.0,1.0,,1.0,,,1.0,,,,,1.0,,,,,,
282,05.12.2017,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,
283,06.12.2017,,1.0,1.0,,1.0,,,,1.0,,,,,1.0,,,1.0,1.0,,,,1.0,1.0
284,07.12.2017,1.0,,,,,,1.0,,,,,1.0,1.0,,,1.0,,,,1.0,,,
285,08.12.2017,1.0,1.0,,,1.0,,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,
286,09.12.2017,,,,,,,,,,,,,,,,,,,,,,,
287,11.12.2017,,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,,,1.0,,
288,12.12.2017,,,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,,,1.0,1.0,,1.0,
289,13.12.2017,,,,,,,,,,,,,,,,,,,,,,,
290,14.12.2017,,,,,,,,,,,,,,,,,,,,,,,
291,15.12.2017,,,,,,,,,,,,,,,,,,,,,,,
292,16.12.2017,,,,,,,,,,,,,,,,,,,,,,,
293,18.12.2017,,,,,,,,,,,,,,,,,,,,,,,
294,19.12.2017,,,,,,,,,,,,,,,,,,,,,,,
295,20.12.2017,,,,,,,,,,,,,,,,,,,,,,,
296,21.12.2017,,,,,,,,,,,,,,,,,,,,,,,
297,22.12.2017,,,,,,,,,,,,,,,,,,,,,,,
298,23.12.2017,,,,,,,,,,,,,,,,,,,,,,,
299,25.12.2017,,,,,,,,,,,,,,,,,,,,,,,
300,26.12.2017,,,,,,,,,,,,,,,,,,,,,,,
301,27.12.2017,,,,,,,,,,,,,,,,,,,,,,,
302,28.12.2017,,,,,,,,,,,,,,,,,,,,,,,
303,29.12.2017,,,,,,,,,,,,,,,,,,,,,,,
304,30.12.2017,,,,,,,,,,,,,,,,,,,,,,,
305,02.01.2018,,,,,,,,,,,,,,,,,,,,,,,
306,03.01.2018,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,
307,04.01.2018,1.0,,,,,,1.0,1.0,,,,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0
308,05.01.2018,,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,
309,06.01.2018,,,,,,,,,,,,,,,,,,,,,,,
310,08.01.2018,,,1.0,,,,,,,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0
311,09.01.2018,1.0,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,1.0,1.0,,,
312,10.01.2018,,1.0,,1.0,,,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
313,11.01.2018,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,,
314,12.01.2018,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,1.0,
315,13.01.2018,,,,,,,,,,,,,,,,,,,,,,,
316,15.01.2018,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,1.0,,,,,,,
317,16.01.2018,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0
318,17.01.2018,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0
319,18.01.2018,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0
320,19.01.2018,,,,1.0,,1.0,,,1.0,,,,,,1.0,1.0,,,,,,1.0,
321,20.01.2018,,,,,,,,,,,,,,,,,,,,,,,
322,22.01.2018,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,,
323,23.01.2018,,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,
324,24.01.2018,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,,
325,25.01.2018,1.0,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,
326,26.01.2018,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,1.0,
327,27.01.2018,,,,,,,,,,,,,,,,,,,,,,,
328,29.01.2018,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
329,30.01.2018,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,,,,
330,31.01.2018,,,,,,,,,,1.0,1.0,,,,1.0,,,1.0,1.0,,,,1.0
331,01.02.2018,,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,1.0
332,02.02.2018,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,1.0,
333,03.02.2018,,,,,,,,,,,,,,,,,,,,,,,
334,05.02.2018,1.0,,,,1.0,,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0
335,06.02.2018,,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,1.0,,,1.0,,1.0
336,07.02.2018,,,,,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0
337,08.02.2018,,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,,1.0,,1.0,1.0,1.0,,
338,09.02.2018,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,
339,10.02.2018,,,,,,,,,,,,,,,,,,,,,,,
340,12.02.2018,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,
341,13.02.2018,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,,,1.0,
342,14.02.2018,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,
343,15.02.2018,,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,
344,16.02.2018,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,1.0,,,,1.0
345,17.02.2018,,,,,,,,,,,,,,,,,,,,,,,
346,19.02.2018,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,
347,20.02.2018,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,
348,21.02.2018,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,
349,22.02.2018,,,,1.0,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0
350,23.02.2018,,1.0,,1.0,1.0,,,1.0,,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
351,24.02.2018,,,,,,,,,,,,,,,,,,,,,,,
352,26.02.2018,1.0,,1.0,,,,1.0,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
353,27.02.2018,,1.0,,,,,,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0
354,28.02.2018,,1.0,,,1.0,,1.0,,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,
355,01.03.2018,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,,
356,02.03.2018,1.0,1.0,,,,1.0,,1.0,,1.0,,1.0,,,,1.0,,,,1.0,,,
357,03.03.2018,,,,,,,,,,,,,,,,,,,,,,,
358,05.03.2018,,1.0,1.0,,,,,1.0,,,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,,
359,06.03.2018,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,
360,07.03.2018,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,
361,08.03.2018,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0
362,09.03.2018,1.0,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,,1.0,,,1.0
363,10.03.2018,,,,,,,,,,,,,,,,,,,,,,,
364,12.03.2018,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,1.0,
365,13.03.2018,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,
366,14.03.2018,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,
367,15.03.2018,,1.0,,1.0,1.0,,,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,,1.0,,1.0,1.0
368,16.03.2018,1.0,,,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,,
369,17.03.2018,,,,,,,,,,,,,,,,,,,,,,,
370,19.03.2018,,1.0,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,,1.0
371,20.03.2018,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,
372,21.03.2018,,1.0,,1.0,,1.0,,1.0,1.0,,1.0,,,,1.0,,1.0,,1.0,,,,1.0
373,22.03.2018,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,,1.0,,,,1.0,1.0,1.0
374,23.03.2018,,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,,,,1.0,,,1.0,,,
375,24.03.2018,,,,,,,,,,,,,,,,,,,,,,,
376,26.03.2018,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,
377,27.03.2018,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,,,
378,28.03.2018,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,,1.0,
379,29.03.2018,,,1.0,,,1.0,,,1.0,,1.0,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0
380,30.03.2018,1.0,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,1.0,,
381,31.03.2018,,,,,,,,,,,,,,,,,,,,,,,
382,02.04.2018,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,
383,03.04.2018,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
384,04.04.2018,,,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,,1.0,,1.0
385,05.04.2018,,1.0,1.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,
386,06.04.2018,,,1.0,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,1.0,1.0,
387,07.04.2018,,,,,,,,,,,,,,,,,,,,,,,
388,09.04.2018,,,1.0,,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,,,
389,10.04.2018,,,,,1.0,,,1.0,,,1.0,,,,,,,1.0,1.0,,,,
390,11.04.2018,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,
391,12.04.2018,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,1.0,1.0,1.0
392,13.04.2018,1.0,,,,,,,,1.0,1.0,,1.0,1.0,,,,1.0,,,,,1.0,
393,14.04.2018,,,,,,,,,,,,,,,,,,,,,,,
394,16.04.2018,,,1.0,,1.0,1.0,,,1.0,,,,,,1.0,,,1.0,1.0,,,1.0,
395,17.04.2018,,,,,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,
396,18.04.2018,,,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,
397,19.04.2018,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,,1.0,1.0,,,1.0,1.0,
398,20.04.2018,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,
399,21.04.2018,,,,,,,,,,,,,,,,,,,,,,,
400,23.04.2018,,,1.0,,1.0,1.0,1.0,,,,1.0,,,,1.0,,,,,1.0,,,
401,24.04.2018,1.0,1.0,1.0,,,,,1.0,,,,,,1.0,,,,1.0,,,1.0,1.0,1.0
402,25.04.2018,,,1.0,,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0
403,26.04.2018,,1.0,,,1.0,,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,
404,27.04.2018,,,,,1.0,,1.0,,,,,1.0,,,,,,,,1.0,,,
405,28.04.2018,,,,,,,,,,,,,,,,,,,,,,,
406,30.04.2018,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,1.0,1.0,,1.0,,1.0
407,01.05.2018,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,
408,02.05.2018,,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,
409,03.05.2018,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0
410,04.05.2018,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0
411,05.05.2018,,,,,,,,,,,,,,,,,,,,,,,
412,07.05.2018,,,,,1.0,,1.0,,,,,,1.0,,,1.0,1.0,,,1.0,,1.0,
413,08.05.2018,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,
414,09.05.2018,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,1.0,
415,10.05.2018,,,,,,,,1.0,,,1.0,,,,,,,1.0,,1.0,1.0,,1.0
416,11.05.2018,,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,,,,
417,12.05.2018,,,,,,,,,,,,,,,,,,,,,,,
418,14.05.2018,,,,1.0,,,,,1.0,,1.0,,,1.0,,,,,1.0,,,,
419,15.05.2018,1.0,,,,,1.0,,,,1.0,1.0,,,1.0,,,,,,1.0,,,1.0
420,16.05.2018,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0
421,17.05.2018,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,1.0,
422,18.05.2018,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,,1.0,,,
423,19.05.2018,,,,,,,,,,,,,,,,,,,,,,,
424,21.05.2018,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,1.0,
425,22.05.2018,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,
426,23.05.2018,,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,1.0,,,1.0
427,24.05.2018,,,,,1.0,,,1.0,1.0,,,,,,,1.0,1.0,,,,1.0,,1.0
428,25.05.2018,,,1.0,,1.0,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
429,26.05.2018,,,,,,,,,,,,,,,,,,,,,,,
430,28.05.2018,,,,,,,,,,,,,,,,1.0,,,,1.0,,,
431,29.05.2018,,1.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,
432,30.05.2018,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
433,31.05.2018,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,,,
434,01.06.2018,,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,
435,02.06.2018,,,,,,,,,,,,,,,,,,,,,,,
436,04.06.2018,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,,
437,05.06.2018,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,
438,06.06.2018,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,
439,07.06.2018,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,
440,08.06.2018,,,1.0,,,1.0,,1.0,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,
441,09.06.2018,,,,,,,,,,,,,,,,,,,,,,,
442,11.06.2018,,,1.0,,,1.0,1.0,,,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,
443,12.06.2018,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,1.0,,
444,13.06.2018,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,1.0
445,14.06.2018,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,1.0
446,15.06.2018,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,1.0,,1.0,,
447,16.06.2018,,,,,,,,,,,,,,,,,,,,,,,
448,18.06.2018,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,1.0,1.0,,,,
